name max avg min
2014L1_rodhex 26.7235 2.69746 1.06903
2015Untagnle_armadillo_out 127.427 4.26142 1.2094
2015Untagnle_armadillo_stresstest_out 84.1029 3.87261 1.09846
2015Untagnle_block_out 32.9417 5.06928 1.04586
2015Untagnle_block_stresstest_out 121.351 5.76996 1.08015
2015Untagnle_bunny_out 13.4081 1.84451 1.04742
2015Untagnle_bust_out 63.2871 2.58411 1.03668
2015Untagnle_cap_out 1758.46 26.2659 1.0862
2015Untagnle_dancingchildren_out 88.35 2.18661 1.0445
2015Untagnle_dragon_out 77.2695 2.67718 1.05463
2015Untagnle_hanger_stresstest_out 8.35292 1.73262 1.00997
2015Untagnle_impeller_stresstest_out 132.738 6.21603 1.0805
2015Untagnle_KingKong_out 25.0929 2.15348 1.05514
2016CPC_carter-hex 67.2762 3.29051 1.02631
2016CPC_chinese-lion-hex 22.1901 2.25003 1.04066
2016CPC_dragon-hex 42.3384 2.53642 1.06153
2016CPC_fancy_ring-hex 2.75745 1.5286 1.03294
2016CPC_fertility-hex 18.0925 2.27794 1.04038
2016CPC_grayloc-hex 23.9816 2.76645 1.04121
2016CPC_hollow-eight-hex 38.029 4.39277 1.10947
2016CPC_joint-hex 5.02027 1.44799 1.00474
2016CPC_kitten-hex 18.8154 2.2636 1.11867
2016CPC_knot-hex 18.0328 1.9321 1.0566
2016CPC_KPDloekr-hex 3.66182 1.97426 1.2059
2016CPC_nut-hex 7.25946 1.60607 1.05885
2016CPC_pegasus-hex 36.6719 2.15097 1.03324
2016CPC_rockerarm-hex 11.3527 2.65027 1.05797
2016EfficientPC_Armadillo_hex-a 13.2326 2.45502 1.06574
2016EfficientPC_Armadillo_hex-b 33.8215 2.69159 1.07657
2016EfficientPC_Bimba_hex-c 9.32678 2.18207 1.05093
2016EfficientPC_Bimba_hex-d 15.1166 2.78874 1.09706
2016EfficientPC_Blade_hex 12.977 2.4858 1.0166
2016EfficientPC_Bunny_hex 9.18167 2.11909 1.09219
2016EfficientPC_Buste_hex 8.31089 2.03125 1.08044
2016EfficientPC_Carter_hex 23.5855 2.99181 1.01807
2016EfficientPC_Dancing_Children_hex 27.3508 2.82164 1.0526
2016EfficientPC_Dragon_hex 25.469 3.3862 1.12843
2016EfficientPC_Elephant_hex 36.0374 2.87749 1.02631
2016EfficientPC_Fertility_hex-largel 8.30141 2.53098 1.0435
2016EfficientPC_Fertility_hex-small 29.0654 3.48989 1.08568
2016EfficientPC_Greek_Sculpture_hex 38.6264 2.84113 1.1032
2016EfficientPC_Kiss_hex 13.0632 2.22613 1.07346
2016EfficientPC_Rocker_hex 5.94251 2.65431 1.09998
2016EfficientPC_Sphinx_hex-e 8.61749 1.94359 1.01797
2016EfficientPC_Sphinx_hex-f 17.5084 2.87336 1.04278
2016SimPC_asmmodel_in 36.2795 2.09359 1.01594
2016SimPC_asmmodel_out 16.5227 2.00974 1.01696
2016SimPC_asmpolycube_in 35.8533 4.93405 1
2016SimPC_asmpolycube_out 35.8533 4.9894 1
2016SimPC_blockmodel_in 19.2344 1.94374 1.01487
2016SimPC_blockmodel_out 12.4377 1.90039 1.05382
2016SimPC_blockpolycube_in 38.1307 6.45472 1
2016SimPC_blockpolycube_out 38.1307 6.52424 1
2016SimPC_bottle2bottle2_input 17.6568 2.46922 1.03994
2016SimPC_bottle2bottle2_output 213.12 3.8385 1.01258
2016SimPC_bunnymodel_in 38.1355 1.8792 1.0132
2016SimPC_bunnymodel_out 24.5754 2.08874 1.03578
2016SimPC_bunnypolycube_in 38.1358 4.3192 1
2016SimPC_bunnypolycube_out 62.6456 7.21509 1
2016SimPC_bustebuste_input 12.635 2.03733 1.02231
2016SimPC_bustebuste_output 84.1412 3.06854 1.03051
2016SimPC_chinese_dragonpolycube_in 38.1358 4.15606 1
2016SimPC_chinese_dragonpolycube_out 109.369 9.64819 1
2016SimPC_cubespikesmodel_in 4.89067 1.47468 1.01008
2016SimPC_cubespikesmodel_out 3.65643 1.46085 1.00742
2016SimPC_cubespikespolycube_in 38.1368 4.55767 1
2016SimPC_cubespikespolycube_out 38.1368 4.94184 1
2016SimPC_deckeldeckel_input 137.938 3.10594 1.09418
2016SimPC_deckeldeckel_output 378.218 5.24961 1.01793
2016SimPC_eighteight_input 59.1934 2.96167 1.07143
2016SimPC_eighteight_output 113.968 8.42987 1.15594
2016SimPC_fandiskpolycube_in 35.8486 4.31276 1
2016SimPC_fandiskpolycube_out 45.7741 7.13999 1
2016SimPC_femurmodel_in 43.1256 2.06956 1.0663
2016SimPC_femurmodel_out 48.9786 2.03436 1.08528
2016SimPC_femurpolycube_in 38.1358 6.28106 1
2016SimPC_femurpolycube_out 186.479 13.7333 1
2016SimPC_fertilityfertility_input 29.5144 2.39239 1.0217
2016SimPC_fertilityfertility_output 150.246 4.34734 1.0727
2016SimPC_handmodel_in 49.9347 2.17469 1.06528
2016SimPC_handmodel_out 22.1858 2.3017 1.05201
2016SimPC_handpolycube_in 73.9103 5.93523 1
2016SimPC_handpolycube_out 169.997 9.7134 1
2016Skeleton_armadillo 1243.75 20.9831 1.20063
2016Skeleton_big_buddy 399.397 4.13776 1.04414
2016Skeleton_block 122.798 5.91066 1.0301
2016Skeleton_blood_vessel 46.0678 5.02574 1.11736
2016Skeleton_cactus 27.0106 2.6764 1.03791
2016Skeleton_clef 289.956 19.9914 1.31181
2016Skeleton_dino_graded 813.058 20.0372 1.10045
2016Skeleton_dino 218.813 3.40385 1.02311
2016Skeleton_dinopet_graded 284616 17.7288 1.0171
2016Skeleton_dinopet 1199.65 13.6854 1.04548
2016Skeleton_fertility 156.382 3.94515 1.03938
2016Skeleton_octopus 27205 106.875 1.31033
2016Skeleton_rocker_arm 2125.98 15.1612 1.05806
2016Skeleton_santa 132.371 3.84348 1.05698
2016Skeleton_warrior_graded 6697.33 6.63792 1.06643
2016Skeleton_warrior 226.604 3.2787 1.04876
2016Sweep_bunny6bunny6_1 90.2331 6.51107 1.17397
2016Sweep_bunny6bunny6_2 33.3028 5.20174 1.12072
2016Sweep_bunny6bunny6_3 70.4463 3.57274 1.08005
2016Sweep_bunnybunny_1 86.652 6.73134 1.11837
2016Sweep_bunnybunny_2 38.0414 5.81189 1.11261
2016Sweep_bunnybunny_3 69.1824 3.85266 1.071
2016Sweep_catcat_1 150.998 7.41906 1.35394
2016Sweep_catcat_2 88.0711 4.79552 1.1652
2016Sweep_catcat_2_padded 105.558 5.82103 1.13501
2016Sweep_catcat_3 196.979 5.85642 1.21833
2016Sweep_DolphinDolphin_1 5044.35 90.2978 1.24736
2016Sweep_DolphinDolphin_2 344.062 7.83591 1.12191
2016Sweep_DolphinDolphin_3 798.105 17.4246 1.19489
2016Sweep_DolphinDolphin_padded 781.587 18.9819 1.1414
2016Sweep_femur1femur1_1 67.9358 4.49976 1.0965
2016Sweep_femur1femur1_2 14.7065 2.63616 1.05043
2016Sweep_femur1femur1_3 39.8839 3.19826 1.07212
2016Sweep_femur1femur1_padded 44.7058 3.2097 1.04699
2016Sweep_fertilityfertility_1 123.896 11.4594 1.32139
2016Sweep_fertilityfertility_2 46.5426 8.25815 1.25746
2016Sweep_fertilityfertility_3 96.9017 8.13828 1.0908
2016Sweep_handhand7_1 72.5955 5.31972 1.18053
2016Sweep_handhand7_2 46.7554 4.04424 1.17926
2016Sweep_handhand7_3 46.736 4.51566 1.20865
2016Sweep_handhand7_padded 55.4264 4.31738 1.08306
2016Sweep_kittenkitten_1 10.5958 3.23596 1.33687
2016Sweep_kittenkitten_2 16.4038 3.11807 1.18867
2016Sweep_kittenkitten_3 25.8995 2.80615 1.09034
2016Sweep_kitten_with_bifurkitten_with_bifur_1 916.494 16.3772 1.15561
2016Sweep_kitten_with_bifurkitten_with_bifur_2 157.851 7.07483 1.08999
2016Sweep_kitten_with_bifurkitten_with_bifur_3 195.195 8.47136 1.14481
2016Sweep_kitten_with_bifurKitten_with_bifur_padded 31.098 3.54112 1.1051
2016Sweep_rabbitrabbit_1 360.749 9.31608 1.20776
2016Sweep_rabbitrabbit_2 38.3914 4.84629 1.44356
2016Sweep_rabbitrabbit_3 69.948 4.51165 1.14091
2016Sweep_rabbitrabbit_padded 48.9479 5.76412 1.63353
2016Sweep_rockerarmrockerarm_1 94.554 8.41236 1.24386
2016Sweep_rockerarmrockerarm_2 46.0079 6.78136 1.21624
2016Sweep_rockerarmrockerarm_3 60.5737 6.88623 1.09664
2016Sweep_rotellipserotellipse_padded 4.31403 2.38882 1.37377
2016Sweep_twistedutwistedu 20.9984 5.34406 1.79592
2017CQuad_cube-pone.0177603.s001 7.92379 1.1464 1.00032
2017CQuad_fandisk-pone.0177603.s002 17.292 2.34114 1.07531
2017CQuad_joint-pone.0177603.s003 8.9361 1.55085 1.02417
2017MultAxisSweep_Example_1 7.22289 1.7815 1.04435
2017MultAxisSweep_Example_2 5.05425 1.62954 1.06221
2017MultAxisSweep_Example_3 7.05505 1.73481 1.04259
2017MultAxisSweep_Example_4 5.28761 1.72856 1.05024
2017Tubular_cactus 33.542 5.18158 1.08619
2017Tubular_cylinder_grid 27.691 2.19492 1.02168
2017Tubular_cylinder_mixed 43.9988 3.07459 1.12133
2017Tubular_cylinder_mixed_w_torsion 104.29 3.95717 1.07696
2017Tubular_cylinder_polar 44.0128 6.37027 2.76739
2017Tubular_femur 35.1675 3.12947 1.09669
2017Tubular_femur_shell0 6.00238 2.09825 1.09386
2017Tubular_femur_shell1 11.5421 2.56775 1.09349
2017Tubular_femur_shell2 222.569 4.52798 1.31693
2017Tubular_spring 154.526 2.0383 1.01361
2018Fuzzy_Example_1 7.40894 1.6023 1.00575
2018Fuzzy_Example_2 4.84983 1.73781 1.03629
2018Fuzzy_Example_3 21.7766 1.41847 1.00078
2018Fuzzy_Example_5 5.3004 2.47355 1.44848
2019PadPC_Bearing 15.2072 1.95698 1.05371
2019PadPC_Chamfer_L0 14.6967 2.28324 1.01901
2019PadPC_Chamfer_L4 6.38411 1.67243 1.03055
2019PadPC_Column 4.41816 1.50434 1.01184
2019PadPC_Double_hinge_NH 11.8056 2.32322 1.06137
2019PadPC_Double_hinge_WH 23.7205 3.2903 1.08776
2019PadPC_Gear 7.05004 1.5697 1.03262
2019PadPC_Joint 10.1187 1.65463 1.01793
2019PadPC_Lego_L0 53.1112 2.89116 1.01734
2019PadPC_Lego_L2 16.0636 2.79809 1.01198
2019PadPC_Wrench 14.4227 1.63098 1.00706
2019WSim_2016SimPC_pigpig_input 76.8355 2.48129 1.05935
2019WSim_2016SimPC_pigpig_output 28.1936 3.04744 1.04675
2019WSim_2016SimPC_rockerarmmodel_in 62.4897 3.08877 1.0899
2019WSim_2016SimPC_rockerarmmodel_out 34.019 3.2885 1.11225
2019WSim_2016SimPC_rockerarmpolycube_in 38.1358 6.34053 1
2019WSim_2016SimPC_rockerarmpolycube_out 169.979 10.3998 1
2019WSim_2016SimPC_table1polycube_in 82.9761 11.1026 1.12762
2019WSim_2016SimPC_table1polycube_out 82.9761 10.3048 1
2019WSim_2016SimPC_table2polycube_in 84.2915 9.56652 1
2019WSim_2016SimPC_table2polycube_out 84.2915 11.729 1
2019WSim_2016SimPC_teapotmodel_in 13.661 1.86971 1.00999
2019WSim_2016SimPC_teapotmodel_out 9.13414 1.90216 1.00974
2019WSim_2016SimPC_teapotpolycube_in 38.1363 4.18954 1
2019WSim_2016SimPC_teapotpolycube_out 38.1363 4.15831 1
2019WSim_2016SimPC_toy1toy1_input 18.2195 2.35897 1.05088
2019WSim_2016SimPC_toy1toy1_output 164.907 4.24652 1.06059
2019WSim_2016SimPC_toy2toy2_input 19.3813 2.29896 1.05208
2019WSim_2016SimPC_toy2toy2_output 120.146 3.12442 1.0432
