name,max,min,avg
90283_sf_hexa.mesh_31664_138990.obj.mesh.csv,71.151,1.07639,5.43223009993
100727_sf_hexa.mesh_25424_89448.obj.mesh.csv,74.8561,1.11702,5.32531463784
37304_sf_hexa.mesh_17146_67197.obj.mesh.csv,97.8933,1.10255,5.47779372622
789073_sf_hexa.mesh_15460_97222.obj.mesh.csv,105.363,1.08934,5.45853764405
627212_sf_hexa.mesh_18630_68183.obj.mesh.csv,101.865,1.07922,5.52028849151
1592666_sf_hexa.mesh_27854_112393.obj.mesh.csv,84.1341,1.09317,5.5160533836
1458704_sf_hexa.mesh_44808_181221.obj.mesh.csv,67.2436,1.11043,5.34815964225
1411689_sf_hexa.mesh_17080_58495.obj.mesh.csv,69.1092,1.10032,5.48554270121
37890_sf_hexa.mesh_35198_131461.obj.mesh.csv,68.0474,1.12003,5.43684685132
103086_sf_hexa.mesh_75406_276638.obj.mesh.csv,236.88,1.07594,5.47934287152
1458695_sf_hexa.mesh_13258_46149.obj.mesh.csv,88.6049,1.09817,5.58958324411
389250_sf_hexa.mesh_37404_136324.obj.mesh.csv,64.9773,1.04985,5.53694879138
115061_sf_hexa.mesh_34726_127109.obj.mesh.csv,65.5981,1.08611,5.43823866904
58876_sf_hexa.mesh_69584_243908.obj.mesh.csv,100.418,1.10039,5.50032759662
132435_sf_hexa.mesh_26308_89984.obj.mesh.csv,91.9892,1.16427,5.56494517697
208727_sf_hexa.mesh_12574_67410.obj.mesh.csv,50.0404,1.09326,5.4192632819
48223_sf_hexa.mesh_13632_55110.obj.mesh.csv,50.8029,1.09319,5.4691359584
1322465_sf_hexa.mesh_14464_67684.obj.mesh.csv,133.889,1.10094,5.43356407522
87432_sf_hexa.mesh_6872_27352.obj.mesh.csv,61.4299,1.08734,5.53131332402
697202_sf_hexa.mesh_35526_186771.obj.mesh.csv,83.2659,1.1077,5.38311481022
129975_sf_hexa.mesh_72220_242774.obj.mesh.csv,65.7873,1.1055,5.57623281419
77926_sf_hexa.mesh_32126_171754.obj.mesh.csv,69.8544,1.12248,5.48180097703
40845_sf_hexa.mesh_4936_17372.obj.mesh.csv,63.3809,1.16436,5.56261168206
1215417_sf_hexa.mesh_4318_16046.obj.mesh.csv,44.771,1.1816,5.7322291291
116068_sf_hexa.mesh_28292_94531.obj.mesh.csv,88.0073,1.10918,5.54179291295
44900_sf_hexa.mesh_59836_232881.obj.mesh.csv,104.117,1.0652,5.50025297631
301065_sf_hexa.mesh_74226_273151.obj.mesh.csv,154.811,1.10874,5.46495258632
200694_sf_hexa.mesh_19492_184055.obj.mesh.csv,101.311,1.09201,5.40729984428
804295_sf_hexa.mesh_43118_153076.obj.mesh.csv,66.1855,1.0889,5.44003192453
616339_sf_hexa.mesh_35214_152869.obj.mesh.csv,81.5291,1.10841,5.35722196776
1458691_sf_hexa.mesh_19658_70445.obj.mesh.csv,65.54,1.07959,5.52530169898
940037_sf_hexa.mesh_54218_209924.obj.mesh.csv,84.2176,1.08281,5.45163482085
257597_sf_hexa.mesh_27976_104774.obj.mesh.csv,65.5779,1.10672,5.48299844046
472122_sf_hexa.mesh_33672_138730.obj.mesh.csv,254.464,1.12657,5.37368677972
67885_sf_hexa.mesh_22358_86417.obj.mesh.csv,96.5401,1.08197,5.50055893392
1452674_sf_hexa.mesh_46920_189847.obj.mesh.csv,102.373,1.11421,5.46084603209
40848_sf_hexa.mesh_15536_64473.obj.mesh.csv,91.8022,1.12723,5.51978945545
1582405_sf_hexa.mesh_33472_181637.obj.mesh.csv,149.599,1.1197,5.46268407777
77920_sf_hexa.mesh_13348_44546.obj.mesh.csv,54.5204,1.14325,5.57258895727
158249_sf_hexa.mesh_8612_41034.obj.mesh.csv,90.2152,1.1663,5.56077417085
815482_sf_hexa.mesh_55776_240899.obj.mesh.csv,64.8735,1.06719,5.34622612746
343554_sf_hexa.mesh_13602_48618.obj.mesh.csv,122.864,1.10788,5.6156050601
57423_sf_hexa.mesh_41444_225109.obj.mesh.csv,125.331,1.09591,5.46169310022
785453_sf_hexa.mesh_24388_95237.obj.mesh.csv,69.4214,1.11394,5.57627823698
200080_sf_hexa.mesh_24982_123279.obj.mesh.csv,72.337,1.13056,5.39384325133
37864_sf_hexa.mesh_5468_20636.obj.mesh.csv,61.9814,1.13055,5.40878996767
472078_sf_hexa.mesh_16346_66120.obj.mesh.csv,148.028,1.07857,5.57632817595
958471_sf_hexa.mesh_13154_87124.obj.mesh.csv,54.7929,1.12872,5.44217602893
77017_sf_hexa.mesh_29030_147170.obj.mesh.csv,125.943,1.07,5.47418899079
669964_sf_hexa.mesh_9382_51603.obj.mesh.csv,67.2225,1.12291,5.3809117611
236147_sf_hexa.mesh_26454_96509.obj.mesh.csv,72.6804,1.10764,5.41513296252
804300_sf_hexa.mesh_23704_95452.obj.mesh.csv,85.4486,1.15604,5.33764738086
83550_sf_hexa.mesh_8328_29696.obj.mesh.csv,123.76,1.20586,5.43987459246
55093_sf_hexa.mesh_21594_125198.obj.mesh.csv,60.7973,1.13093,5.52424625808
45413_sf_hexa.mesh_28338_159107.obj.mesh.csv,86.7035,1.1271,5.50785156791
269443_sf_hexa.mesh_54792_191612.obj.mesh.csv,185.944,1.09778,5.45507309802
107544_sf_hexa.mesh_49052_165673.obj.mesh.csv,124.118,1.05208,5.56717379776
67924_sf_hexa.mesh_4590_18334.obj.mesh.csv,34.6086,1.1961,5.56496714984
486343_sf_hexa.mesh_28906_128371.obj.mesh.csv,116.002,1.07323,5.40884268649
90286_sf_hexa.mesh_22460_91459.obj.mesh.csv,48.8097,1.10271,5.61877375859
100027_sf_hexa.mesh_19578_69719.obj.mesh.csv,218.713,1.12762,6.18533013072
68335_sf_hexa.mesh_24166_82515.obj.mesh.csv,70.847,1.13298,5.58327272844
472196_sf_hexa.mesh_27834_133960.obj.mesh.csv,63.2248,1.12295,5.38142214796
1224388_sf_hexa.mesh_40580_221044.obj.mesh.csv,68.9605,1.09167,5.36503828551
1179044_sf_hexa.mesh_65462_256776.obj.mesh.csv,72.4046,1.11434,5.33324890085
856331_sf_hexa.mesh_43918_187996.obj.mesh.csv,129.047,1.13175,5.28008741787
37886_sf_hexa.mesh_26628_94038.obj.mesh.csv,67.5086,1.10867,5.29525643858
1582374_sf_hexa.mesh_7298_28634.obj.mesh.csv,55.7282,1.21,5.49431543658
97473_sf_hexa.mesh_10736_42792.obj.mesh.csv,58.45,1.13824,5.49427959476
113869_sf_hexa.mesh_11792_60958.obj.mesh.csv,132.562,1.17104,5.50488526109
77319_sf_hexa.mesh_72108_273808.obj.mesh.csv,160.913,1.09913,5.31540663396
1582424_sf_hexa.mesh_13112_52627.obj.mesh.csv,81.652,1.08302,5.40585283773
66484_sf_hexa.mesh_16068_91921.obj.mesh.csv,100.157,1.10958,5.41461631603
582284_sf_hexa.mesh_68364_273719.obj.mesh.csv,167.586,1.07506,5.34757271329
73739_sf_hexa.mesh_29554_138666.obj.mesh.csv,43.4368,1.11148,5.38779657487
472164_sf_hexa.mesh_32820_136692.obj.mesh.csv,141.923,1.1159,5.54122447469
73446_sf_hexa.mesh_46834_200992.obj.mesh.csv,98.8224,1.11814,5.50039066609
60275_sf_hexa.mesh_12522_45130.obj.mesh.csv,65.8211,1.14281,5.59979965779
1384322_sf_hexa.mesh_12874_45341.obj.mesh.csv,77.7859,1.11477,5.56978355085
80085_sf_hexa.mesh_29700_140941.obj.mesh.csv,66.9937,1.07651,5.41962704836
98019_sf_hexa.mesh_32100_149908.obj.mesh.csv,61.8042,1.08665,5.38182490833
1036316_sf_hexa.mesh_15622_54575.obj.mesh.csv,80.6433,1.15456,5.40116722919
242231_sf_hexa.mesh_22264_81410.obj.mesh.csv,97.3622,1.10625,5.43371529776
57908_sf_hexa.mesh_33824_167647.obj.mesh.csv,104.476,1.07933,5.40035570428
196191_sf_hexa.mesh_27876_105410.obj.mesh.csv,119.538,1.09629,5.59330374128
70942_sf_hexa.mesh_13720_60957.obj.mesh.csv,73.1738,1.15688,5.55788911153
110207_sf_hexa.mesh_29430_119252.obj.mesh.csv,70.8281,1.08065,5.49519477463
1772593_sf_hexa.mesh_6762_26702.obj.mesh.csv,101.223,1.18535,5.49145313431
106683_sf_hexa.mesh_32910_111636.obj.mesh.csv,90.816,1.11246,5.55213645876
74642_sf_hexa.mesh_74366_280855.obj.mesh.csv,9956190.0,1.0964,61.7993142438
105857_sf_hexa.mesh_13302_95806.obj.mesh.csv,34.715,1.14269,5.29786791695
37219_sf_hexa.mesh_20934_73501.obj.mesh.csv,89.2529,1.13891,5.55249898455
57140_sf_hexa.mesh_16094_76608.obj.mesh.csv,63.0803,1.12432,5.36693644615
919984_sf_hexa.mesh_3960_15443.obj.mesh.csv,44.5303,1.16022,5.49307196191
98576_sf_hexa.mesh_57606_211808.obj.mesh.csv,71.8637,1.09722,5.50037442559
54229_sf_hexa.mesh_35172_157956.obj.mesh.csv,71.8819,1.11355,5.35889841528
271304_sf_hexa.mesh_39672_171465.obj.mesh.csv,139.391,1.11061,5.47833982301
161025_sf_hexa.mesh_45682_230710.obj.mesh.csv,241.183,1.12307,5.71027851897
57809_sf_hexa.mesh_88168_294840.obj.mesh.csv,64.9174,1.10423,5.45490433038
81263_sf_hexa.mesh_23174_122464.obj.mesh.csv,69.1482,1.1347,5.50913766039
102625_sf_hexa.mesh_17536_118074.obj.mesh.csv,102.006,1.13515,5.39889597962
42370_sf_hexa.mesh_10740_56665.obj.mesh.csv,81.7339,1.14421,5.42308423392
68501_sf_hexa.mesh_6688_30359.obj.mesh.csv,58.1521,1.15889,5.51519344879
97941_sf_hexa.mesh_14156_58457.obj.mesh.csv,96.0851,1.09334,5.39073246599
115532_sf_hexa.mesh_61586_281459.obj.mesh.csv,109.106,1.07961,5.50450961874
56524_sf_hexa.mesh_18220_148755.obj.mesh.csv,65.9989,1.11669,5.32679434845
75493_sf_hexa.mesh_47532_197760.obj.mesh.csv,76.3909,1.03475,5.36038890292
129923_sf_hexa.mesh_30290_118223.obj.mesh.csv,82.8984,1.13964,5.62609187615
38066_sf_hexa.mesh_13118_43991.obj.mesh.csv,71.8277,1.15931,5.42373463868
39349_sf_hexa.mesh_51446_191776.obj.mesh.csv,73.4095,1.13031,5.4228434039
63422_sf_hexa.mesh_11270_50347.obj.mesh.csv,74.1991,1.0858,5.44790217853
313873_sf_hexa.mesh_14322_95601.obj.mesh.csv,69.3564,1.13458,5.40815732375
249518_sf_hexa.mesh_7888_53968.obj.mesh.csv,31.9141,1.09724,5.31049610396
309919_sf_hexa.mesh_31284_155901.obj.mesh.csv,76.6725,1.12261,5.39208222253
38110_sf_hexa.mesh_41624_162968.obj.mesh.csv,94.9826,1.12169,5.49009059025
64957_sf_hexa.mesh_32984_139820.obj.mesh.csv,72.7902,1.12145,5.42682104489
96963_sf_hexa.mesh_36600_152815.obj.mesh.csv,73.0113,1.08344,5.41166081486
1582378_sf_hexa.mesh_5152_25192.obj.mesh.csv,71.8648,1.08847,5.41748584207
84986_sf_hexa.mesh_26300_114052.obj.mesh.csv,64.9091,1.12965,5.43994623514
1417961_sf_hexa.mesh_19450_69423.obj.mesh.csv,93.6818,1.12481,5.52310741024
56497_sf_hexa.mesh_9960_64549.obj.mesh.csv,47.5847,1.1008,5.49156124623
70059_sf_hexa.mesh_50754_186132.obj.mesh.csv,131.185,1.11531,5.5882567035
96481_sf_hexa.mesh_16208_59468.obj.mesh.csv,69.9251,1.14713,5.47481806488
70371_sf_hexa.mesh_17982_77838.obj.mesh.csv,80.4975,1.0919,5.43335906311
919994_sf_hexa.mesh_32364_139918.obj.mesh.csv,85.2731,1.11289,5.52081114646
1224386_sf_hexa.mesh_29570_120504.obj.mesh.csv,71.0937,1.11499,5.40502832057
45090_sf_hexa.mesh_23736_105597.obj.mesh.csv,70.4059,1.09003,5.4072237691
50704_sf_hexa.mesh_14664_97977.obj.mesh.csv,55.5719,1.10231,5.47322363718
167064_sf_hexa.mesh_29522_125707.obj.mesh.csv,85.7124,1.1263,5.3181278329
103286_sf_hexa.mesh_14996_110565.obj.mesh.csv,57.9923,1.0999,5.34130788997
53124_sf_hexa.mesh_11498_51385.obj.mesh.csv,32.8604,1.16546,5.42798016289
111388_sf_hexa.mesh_27500_98960.obj.mesh.csv,69.274,1.07587,5.50628486146
1312953_sf_hexa.mesh_30290_102280.obj.mesh.csv,128.271,1.13029,5.48329300531
109729_sf_hexa.mesh_23838_79703.obj.mesh.csv,96.7145,1.05623,5.53263025374
67923_sf_hexa.mesh_2992_10000.obj.mesh.csv,36.9746,1.11472,5.41592863557
118289_sf_hexa.mesh_17788_83564.obj.mesh.csv,70.1754,1.17032,5.45619599347
1223674_sf_hexa.mesh_33378_172326.obj.mesh.csv,63.0844,1.07217,5.43149208707
39572_sf_hexa.mesh_37960_144401.obj.mesh.csv,63.564,1.09148,5.49915635168
39929_sf_hexa.mesh_14030_54941.obj.mesh.csv,59.7515,1.08064,5.63532864389
1158263_sf_hexa.mesh_8254_31452.obj.mesh.csv,56.4314,1.12835,5.67257481136
53406_sf_hexa.mesh_18236_86031.obj.mesh.csv,86.2647,1.1573,5.43904574448
167112_sf_hexa.mesh_29144_118491.obj.mesh.csv,85.3167,1.076,5.33439172998
75283_sf_hexa.mesh_10334_37009.obj.mesh.csv,80.2391,1.11597,5.40526895709
38640_sf_hexa.mesh_16896_90380.obj.mesh.csv,53.0913,1.13021,5.32753030282
386841_sf_hexa.mesh_12644_46861.obj.mesh.csv,69.8307,1.09917,5.33622803815
77020_sf_hexa.mesh_16130_84334.obj.mesh.csv,91.127,1.0836,5.60522173786
75658_sf_hexa.mesh_68192_294419.obj.mesh.csv,142.322,1.07895,5.30511494494
1505027_sf_hexa.mesh_29700_119499.obj.mesh.csv,108.137,1.09018,5.52292189919
1451899_sf_hexa.mesh_7116_24629.obj.mesh.csv,68.8991,1.19461,5.5021097942
1722413_sf_hexa.mesh_6522_26229.obj.mesh.csv,45.3191,1.04286,5.50175717965
116893_sf_hexa.mesh_28824_131021.obj.mesh.csv,113.674,1.13168,5.40909964321
1458694_sf_hexa.mesh_21836_76299.obj.mesh.csv,87.3312,1.11324,5.57144616203
75893_sf_hexa.mesh_11572_49902.obj.mesh.csv,96.8953,1.10361,5.5835488384
1036320_sf_hexa.mesh_11376_45771.obj.mesh.csv,67.9065,1.14261,5.41931957782
74934_sf_hexa.mesh_13260_45966.obj.mesh.csv,56.3903,1.10717,5.49831017259
472060_sf_hexa.mesh_18524_72689.obj.mesh.csv,113.021,1.12373,5.5187141281
90287_sf_hexa.mesh_36448_171201.obj.mesh.csv,100.728,1.07418,5.40655259966
135677_sf_hexa.mesh_5996_22145.obj.mesh.csv,73.8535,1.1435,5.3813642141
1344041_sf_hexa.mesh_20622_77859.obj.mesh.csv,81.1004,1.13872,5.53260301324
97163_sf_hexa.mesh_23360_98402.obj.mesh.csv,88.9921,1.09044,5.60155205084
81267_sf_hexa.mesh_18970_77748.obj.mesh.csv,102.746,1.09243,5.54492579478
849721_sf_hexa.mesh_27260_109903.obj.mesh.csv,77.7287,1.12204,5.48567215038
789077_sf_hexa.mesh_9640_38363.obj.mesh.csv,73.138,1.14752,5.44088729037
191077_sf_hexa.mesh_22322_106793.obj.mesh.csv,84.4413,1.10906,5.42067373922
700908_sf_hexa.mesh_5182_18191.obj.mesh.csv,125.647,1.23217,5.46955948231
289646_sf_hexa.mesh_12698_54190.obj.mesh.csv,65.031,1.16673,5.50042042733
39924_sf_hexa.mesh_8228_34830.obj.mesh.csv,42.8051,1.15446,5.45730230255
976645_sf_hexa.mesh_68558_272448.obj.mesh.csv,192.851,1.08611,5.61667483308
264000_sf_hexa.mesh_28284_131883.obj.mesh.csv,69.7231,1.12832,5.42413679176
227616_sf_hexa.mesh_25858_104297.obj.mesh.csv,88.4077,1.13685,5.56081011185
1228193_sf_hexa.mesh_23414_165053.obj.mesh.csv,38.2765,1.11418,5.30028941872
1211692_sf_hexa.mesh_23102_81269.obj.mesh.csv,87.7228,1.10208,5.53895811531
55573_sf_hexa.mesh_18618_80318.obj.mesh.csv,70.0268,1.11405,5.46903881999
51640_sf_hexa.mesh_9768_43760.obj.mesh.csv,36.5657,1.09658,5.4171934385
37276_sf_hexa.mesh_14154_90965.obj.mesh.csv,82.0023,1.10934,5.30074988844
669968_sf_hexa.mesh_9454_39310.obj.mesh.csv,68.8069,1.09933,5.63208338248
894836_sf_hexa.mesh_18620_68976.obj.mesh.csv,70.2919,1.10964,5.33061823664
98668_sf_hexa.mesh_21040_75711.obj.mesh.csv,179.798,1.14409,5.58346209399
1582396_sf_hexa.mesh_19464_86812.obj.mesh.csv,114.195,1.08359,5.45667863412
118309_sf_hexa.mesh_4750_16147.obj.mesh.csv,78.526,1.13818,5.4182978994
404958_sf_hexa.mesh_14406_48326.obj.mesh.csv,120.981,1.08162,5.68730024589
97940_sf_hexa.mesh_36466_153067.obj.mesh.csv,152.521,1.11462,5.40351399858
1063859_sf_hexa.mesh_46078_182539.obj.mesh.csv,81.0221,1.12785,5.42610037417
238419_sf_hexa.mesh_34506_153239.obj.mesh.csv,56.6895,1.10912,5.42677787339
1389866_sf_hexa.mesh_76420_254739.obj.mesh.csv,110.148,1.08968,5.5142486632
87396_sf_hexa.mesh_18116_74154.obj.mesh.csv,76.4986,1.09088,5.4191196544
1005279_sf_hexa.mesh_44444_187812.obj.mesh.csv,86.9819,1.095,5.38704528315
289664_sf_hexa.mesh_9594_38535.obj.mesh.csv,98.5955,1.19613,5.48895674243
40449_sf_hexa.mesh_3848_13708.obj.mesh.csv,65.756,1.14213,5.57536368016
69932_sf_hexa.mesh_12424_55054.obj.mesh.csv,81.7236,1.11321,5.59483697176
80756_sf_hexa.mesh_8062_34494.obj.mesh.csv,70.7939,1.21629,5.53467493722
914677_sf_hexa.mesh_41748_170872.obj.mesh.csv,70.1601,1.14073,5.44143189265
521418_sf_hexa.mesh_59778_203199.obj.mesh.csv,317.328,1.12116,5.54970310924
39644_sf_hexa.mesh_8372_30314.obj.mesh.csv,48.8969,1.16178,5.52029463071
472157_sf_hexa.mesh_5696_23126.obj.mesh.csv,34.4822,1.14782,5.57633431394
265730_sf_hexa.mesh_18450_77245.obj.mesh.csv,103.921,1.187,5.51104282952
81214_sf_hexa.mesh_63250_269575.obj.mesh.csv,83.71,1.11434,5.39922555592
